id,title,author,image,price,category,stock,description,created_at,updated_at,sales_count
B170,"Chronology of the Most Important Events Connected with Florida History During Four Hundred and Fifteen Years, 1513 to 1928",Robert Ranson,https://books.google.com/books/content?id=IZaEiNcV_1cC&printsec=frontcover&img=1&zoom=1&fife=w800,93071,Florida,21,,2026-04-06 16:04:27,2026-04-06 16:04:27,260
B171,"The Province of Ontario--a History, 1615-1927","Jesse Edgar Middleton, Fred Landon",https://books.google.com/books/content?id=b9xtTRT79foC&printsec=frontcover&img=1&zoom=1&fife=w800,131743,Ontario,38,V. 3-5 biographical.,2026-04-06 16:04:27,2026-04-06 16:04:27,298
B172,"Merlin ; Or, the Early History of King Arthur",Henry Benjamin Wheatley,https://books.google.com/books/content?id=roOLfgWbIccC&printsec=frontcover&img=1&zoom=1&fife=w800,116104,Arthurian romances,66,,2026-04-06 16:04:27,2026-04-06 16:04:27,110
B173,The American College and University,Frederick Rudolph,https://books.google.com/books/content?id=GJvHAgAAQBAJ&printsec=frontcover&img=1&zoom=1&fife=w800,101079,Education,77,"First published in 1962, Frederick Rudolph's groundbreaking study, The American College and University, remains one of the most useful and significant works on the history of higher education in Ameri",2026-04-06 16:04:27,2026-04-06 16:04:27,206
B174,Original Sanskrit Texts on the Origin and History of the People of India,"John Muir, Trübner & Co (Londres)",https://books.google.com/books/content?id=u2XhbK-ECAMC&printsec=frontcover&img=1&zoom=1&fife=w800,86688,General,56,,2026-04-06 16:04:27,2026-04-06 16:04:27,286
B175,The History of Sicily from the Earliest Times,Freeman,https://books.google.com/books/content?id=qNw-YfKzmkwC&printsec=frontcover&img=1&zoom=1&fife=w800,198040,General,17,,2026-04-06 16:04:27,2026-04-06 16:04:27,34
B176,A History of France,George William Kitchin,https://books.google.com/books/content?id=kukhm8z9WjgC&printsec=frontcover&img=1&zoom=1&fife=w800,140885,France,49,,2026-04-06 16:04:27,2026-04-06 16:04:27,92
B177,A Guide to the Study and Use of Military History,"John E. Jessup (Jr.), John E. Jessup, Robert W. Coakley",https://books.google.com/books/content?id=ZUh2_a6aJKgC&printsec=frontcover&img=1&zoom=1&fife=w800,182039,Electronic government information,10,This Guide to the Study and Use of Military History is designed to foster an appreciation of the value of military history and explain its uses and the resources available for its study. It is not a w,2026-04-06 16:04:27,2026-04-06 16:04:27,288
B178,"History, By-laws, Members Etc","Montclair dramatic club, Montclair, N.J.",https://books.google.com/books/content?id=nhGHbK9xg3YC&printsec=frontcover&img=1&zoom=1&fife=w800,121912,General,93,,2026-04-06 16:04:27,2026-04-06 16:04:27,23
B179,"A Century of Continental History, 1780-1880",John Holland Rose,https://books.google.com/books/content?id=8uOQD-z5vJYC&printsec=frontcover&img=1&zoom=1&fife=w800,147960,Europe,46,,2026-04-06 16:04:27,2026-04-06 16:04:27,168
B180,Dictionary Catalogue of the Illinois State Library,Illinois State Library,https://books.google.com/books/content?id=aqzBXni4jvEC&printsec=frontcover&img=1&zoom=1&fife=w800,149106,"Catalogs, Dictionary",63,,2026-04-06 16:04:27,2026-04-06 16:04:27,152
B181,Subject Index of the Modern Books Acquired by the British Museum in the Years 1916-1920,British Museum. Department of Printed Books,https://books.google.com/books/content?id=PDR_ahkTf44C&printsec=frontcover&img=1&zoom=1&fife=w800,115912,Best books,49,,2026-04-06 16:04:27,2026-04-06 16:04:27,283
B182,Gas Journal,Unknown,https://books.google.com/books/content?id=RAMigTasKQ8C&printsec=frontcover&img=1&zoom=1&fife=w800,184413,Gas manufacture and works,46,,2026-04-06 16:04:27,2026-04-06 16:04:27,80
B183,Catalogue ...,Illinois State University,https://books.google.com/books/content?id=WdwZN01Nk5kC&printsec=frontcover&img=1&zoom=1&fife=w800,145765,College catalogs,53,,2026-04-06 16:04:27,2026-04-06 16:04:27,150
B184,Catalog Number,Arkansas State Normal School,https://books.google.com/books/content?id=OF3Dk3ka_kMC&printsec=frontcover&img=1&zoom=1&fife=w800,108373,General,94,,2026-04-06 16:04:27,2026-04-06 16:04:27,130
B185,Sciences Pertaining to Civil Engineering,International library of technology,https://books.google.com/books/content?id=9h4ouWprrrwC&printsec=frontcover&img=1&zoom=1&fife=w800,186154,General,56,,2026-04-06 16:04:27,2026-04-06 16:04:27,247
B186,The Practical Application of Sociology,Herbert Newhard Shenton,https://books.google.com/books/content?id=p2UDAAAAMAAJ&printsec=frontcover&img=1&zoom=1&fife=w800,123561,Social Science,33,"Hopes to hasten the development of applied sociology by making clear distinctions between general sociology, social arts, social work, and social economy. Also looks at observational sociology when me",2026-04-06 16:04:27,2026-04-06 16:04:27,134
B187,Science,John Michels (Journalist),https://books.google.com/books/content?id=PeksR_G-9_MC&printsec=frontcover&img=1&zoom=1&fife=w800,185586,Science,98,,2026-04-06 16:04:27,2026-04-06 16:04:27,145
B188,"Lectures on Science, Philosophy and Art, 1907-1908",Columbia University,https://books.google.com/books/content?id=I2EcAAAAMAAJ&printsec=frontcover&img=1&zoom=1&fife=w800,170127,Art,41,,2026-04-06 16:04:27,2026-04-06 16:04:27,162
B189,Macmillan's Magazine,Unknown,https://books.google.com/books/content?id=Rbqhkz7jrl8C&printsec=frontcover&img=1&zoom=1&fife=w800,159034,English periodicals,69,,2026-04-06 16:04:27,2026-04-06 16:04:27,216
B190,Political Science,Unknown,https://books.google.com/books/content?id=mefi4wg3P40C&printsec=frontcover&img=1&zoom=1&fife=w800,143725,Electronic journals,35,,2026-04-06 16:04:27,2026-04-06 16:04:27,173
B191,"Engineering Society of Detroit v. City of Detroit, 308 MICH 539 (1944)",Unknown,https://books.google.com/books/content?id=aYVLvUF22voC&printsec=frontcover&img=1&zoom=1&fife=w800,182216,General,43,63,2026-04-06 16:04:27,2026-04-06 16:04:27,167
B192,Columbia Alumni News,Unknown,https://books.google.com/books/content?id=LfL7FkdgD3gC&printsec=frontcover&img=1&zoom=1&fife=w800,146197,General,60,,2026-04-06 16:04:27,2026-04-06 16:04:27,267
B193,Classified Catalogue,Carnegie Library of Pittsburgh,https://books.google.com/books/content?id=6xflwS78gQAC&printsec=frontcover&img=1&zoom=1&fife=w800,85091,General,21,,2026-04-06 16:04:27,2026-04-06 16:04:27,87
B194,Annals of the New York Academy of Sciences,New York Academy of Sciences,https://books.google.com/books/content?id=ZG4bAAAAMAAJ&printsec=frontcover&img=1&zoom=1&fife=w800,114324,Science,67,Records of meetings 1808-1916 in v. 11-27.,2026-04-06 16:04:27,2026-04-06 16:04:27,213
B195,Boston Studies in the Philosophy of Science,Unknown,https://books.google.com/books/content?id=_p5pFGZm2f8C&printsec=frontcover&img=1&zoom=1&fife=w800,159948,Science,11,,2026-04-06 16:04:27,2026-04-06 16:04:27,113
B196,Machinery Market,Unknown,https://books.google.com/books/content?id=1_itb6RErAkC&printsec=frontcover&img=1&zoom=1&fife=w800,123016,Machine-tools,81,,2026-04-06 16:04:27,2026-04-06 16:04:27,203
B197,How to Teach General Science,Joseph Otto Frank,https://books.google.com/books/content?id=hIs-rKNyoLsC&printsec=frontcover&img=1&zoom=1&fife=w800,125637,Science,83,,2026-04-06 16:04:27,2026-04-06 16:04:27,52
B198,"A List of Periodicals, Newspapers, Transactions and Other Serial Publications Currently Received in the Principal Libraries of Boston and Vicinity",Boston Public Library,https://books.google.com/books/content?id=gs0ZAAAAMAAJ&printsec=frontcover&img=1&zoom=1&fife=w800,126711,Boston (Mass.),83,,2026-04-06 16:04:27,2026-04-06 16:04:27,86
B199,Transactions and Proceedings,National Association of State Universities,https://books.google.com/books/content?id=TNaNDtP5EgMC&printsec=frontcover&img=1&zoom=1&fife=w800,183748,Universities and colleges,21,No. 1 includes proceedings of the 6th-7th meetings held 1901 and 1903; no. 2- contains proceedings of the 8th- meetings held 1904-,2026-04-06 16:04:27,2026-04-06 16:04:27,95
B200,The Keystone,Unknown,https://books.google.com/books/content?id=VD-VRsrEjKgC&printsec=frontcover&img=1&zoom=1&fife=w800,157413,General,82,,2026-04-06 16:04:27,2026-04-06 16:04:27,267
